"","suburb","breed","n","latitude","longitude"
"5407","Hamilton","Mastiff",1,-27.436416,153.0709771
"5408","Hamilton","Medium Cross Breed",2,-27.436416,153.0709771
"5409","Hamilton","Pekingese",1,-27.436416,153.0709771
"5410","Hamilton","Pomeranian",11,-27.436416,153.0709771
"5411","Hamilton","Poodle",42,-27.436416,153.0709771
"5412","Hamilton","Poodle (Miniature)",4,-27.436416,153.0709771
"5413","Hamilton","Poodle (Standard)",3,-27.436416,153.0709771
"5414","Hamilton","Poodle (Toy)",10,-27.436416,153.0709771
"5415","Hamilton","Portuguese Podengo",1,-27.436416,153.0709771
"5416","Hamilton","Portuguese Water Dog",2,-27.436416,153.0709771
"5417","Hamilton","Pug",17,-27.436416,153.0709771
"5418","Hamilton","Rhodesian Ridgeback",3,-27.436416,153.0709771
"5419","Hamilton","Rottweiler",2,-27.436416,153.0709771
"5420","Hamilton","Saluki",1,-27.436416,153.0709771
"5421","Hamilton","Schnauzer",5,-27.436416,153.0709771
"5422","Hamilton","Schnauzer (Miniature)",5,-27.436416,153.0709771
"5423","Hamilton","Shar Pei",2,-27.436416,153.0709771
"5424","Hamilton","Shetland Sheepdog",1,-27.436416,153.0709771
"5425","Hamilton","Shih Tzu",26,-27.436416,153.0709771
"5426","Hamilton","Siberian Husky",3,-27.436416,153.0709771
"5427","Hamilton","Small Cross Breed",3,-27.436416,153.0709771
"5428","Hamilton","Staffordshire Bull Terrier",26,-27.436416,153.0709771
"5429","Hamilton","Tenterfield Terrier",1,-27.436416,153.0709771
"5430","Hamilton","Tibetan Spaniel",4,-27.436416,153.0709771
"5431","Hamilton","Unknown",3,-27.436416,153.0709771
"5432","Hamilton","Weimaraner",1,-27.436416,153.0709771
"5433","Hamilton","Welsh Corgi",1,-27.436416,153.0709771
"5434","Hamilton","Welsh Terrier",1,-27.436416,153.0709771
"5435","Hamilton","West Highland White Terrier",4,-27.436416,153.0709771
"5436","Hamilton","Whippet",1,-27.436416,153.0709771
"5437","Hamilton","Yorkshire Terrier",6,-27.436416,153.0709771
"5438","Hawthorne","Alaskan Malamute",1,-27.4620046,153.0603506
"5439","Hawthorne","American Staffordshire Terrier",4,-27.4620046,153.0603506
"5440","Hawthorne","Australian Cattle Dog",8,-27.4620046,153.0603506
"5441","Hawthorne","Australian Kelpie",19,-27.4620046,153.0603506
"5442","Hawthorne","Australian Shepherd",1,-27.4620046,153.0603506
"5443","Hawthorne","Australian Silky Terrier",3,-27.4620046,153.0603506
"5444","Hawthorne","Australian Terrier",4,-27.4620046,153.0603506
"5445","Hawthorne","Basenji",1,-27.4620046,153.0603506
"5446","Hawthorne","Basset Fauve de Bretagne",2,-27.4620046,153.0603506
"5447","Hawthorne","Basset Hound",1,-27.4620046,153.0603506
"5448","Hawthorne","Beagle",7,-27.4620046,153.0603506
"5449","Hawthorne","Bearded Collie",1,-27.4620046,153.0603506
"5450","Hawthorne","Belgian Shepherd",1,-27.4620046,153.0603506
"5451","Hawthorne","Bichon Frise",12,-27.4620046,153.0603506
"5452","Hawthorne","Border Collie",32,-27.4620046,153.0603506
"5453","Hawthorne","Boxer",4,-27.4620046,153.0603506
"5454","Hawthorne","British Bulldog",4,-27.4620046,153.0603506
"5455","Hawthorne","Bull Arab",1,-27.4620046,153.0603506
"5456","Hawthorne","Bull Terrier",3,-27.4620046,153.0603506
"5457","Hawthorne","Bulldog",1,-27.4620046,153.0603506
"5458","Hawthorne","Bullmastiff",2,-27.4620046,153.0603506
"5459","Hawthorne","Cairn Terrier",1,-27.4620046,153.0603506
"5460","Hawthorne","Cavalier King Charles Spaniel",51,-27.4620046,153.0603506
"5461","Hawthorne","Chihuahua",6,-27.4620046,153.0603506
"5462","Hawthorne","Chihuahua (Smooth Coat)",1,-27.4620046,153.0603506
"5463","Hawthorne","Cocker Spaniel",23,-27.4620046,153.0603506
"5464","Hawthorne","Collie (Smooth)",1,-27.4620046,153.0603506
"5465","Hawthorne","Coton De Tulear",1,-27.4620046,153.0603506
"5466","Hawthorne","Curly Coated Retriever",2,-27.4620046,153.0603506
"5467","Hawthorne","Dachshund",29,-27.4620046,153.0603506
"5468","Hawthorne","Dalmatian",2,-27.4620046,153.0603506
"5469","Hawthorne","Dobermann",4,-27.4620046,153.0603506
"5470","Hawthorne","Fox Terrier",9,-27.4620046,153.0603506
"5471","Hawthorne","Fox Terrier (Smooth)",2,-27.4620046,153.0603506
"5472","Hawthorne","French Bulldog",10,-27.4620046,153.0603506
"5473","Hawthorne","German Shepherd Dog",5,-27.4620046,153.0603506
"5474","Hawthorne","German Shorthaired Pointer",4,-27.4620046,153.0603506
"5475","Hawthorne","Golden Retriever",39,-27.4620046,153.0603506
"5476","Hawthorne","Great Dane",2,-27.4620046,153.0603506
"5477","Hawthorne","Greyhound",5,-27.4620046,153.0603506
"5478","Hawthorne","Harrier",1,-27.4620046,153.0603506
"5479","Hawthorne","Havanese",2,-27.4620046,153.0603506
"5480","Hawthorne","Hungarian Vizsla",5,-27.4620046,153.0603506
"5481","Hawthorne","Irish Wolfhound",2,-27.4620046,153.0603506
"5482","Hawthorne","Italian Greyhound",1,-27.4620046,153.0603506
"5483","Hawthorne","Jack Russell Terrier",20,-27.4620046,153.0603506
"5484","Hawthorne","Japanese Spitz",1,-27.4620046,153.0603506
"5485","Hawthorne","King Charles Spaniel",3,-27.4620046,153.0603506
"5486","Hawthorne","Labrador Retriever",51,-27.4620046,153.0603506
"5487","Hawthorne","Lagotto Romagnolo",3,-27.4620046,153.0603506
"5488","Hawthorne","Lhasa Apso",3,-27.4620046,153.0603506
"5489","Hawthorne","Lowchen",1,-27.4620046,153.0603506
"5490","Hawthorne","Maltese",24,-27.4620046,153.0603506
"5491","Hawthorne","Maremma Sheepdog",2,-27.4620046,153.0603506
"5492","Hawthorne","Mastiff",2,-27.4620046,153.0603506
"5493","Hawthorne","Medium Cross Breed",2,-27.4620046,153.0603506
"5494","Hawthorne","Miniature Pinscher",1,-27.4620046,153.0603506
"5495","Hawthorne","Old English Sheepdog",1,-27.4620046,153.0603506
"5496","Hawthorne","Papillon",1,-27.4620046,153.0603506
"5497","Hawthorne","Pekingese",3,-27.4620046,153.0603506
"5498","Hawthorne","Pointer",2,-27.4620046,153.0603506
"5499","Hawthorne","Pomeranian",1,-27.4620046,153.0603506
"5500","Hawthorne","Poodle",38,-27.4620046,153.0603506
"5501","Hawthorne","Poodle (Miniature)",7,-27.4620046,153.0603506
"5502","Hawthorne","Poodle (Standard)",3,-27.4620046,153.0603506
"5503","Hawthorne","Poodle (Toy)",10,-27.4620046,153.0603506
"5504","Hawthorne","Portuguese Water Dog",3,-27.4620046,153.0603506
"5505","Hawthorne","Pug",10,-27.4620046,153.0603506
"5506","Hawthorne","Rhodesian Ridgeback",9,-27.4620046,153.0603506
"5507","Hawthorne","Rottweiler",5,-27.4620046,153.0603506
"5508","Hawthorne","Samoyed",2,-27.4620046,153.0603506
"5509","Hawthorne","Schnauzer",9,-27.4620046,153.0603506
"5510","Hawthorne","Schnauzer (Miniature)",8,-27.4620046,153.0603506
"5511","Hawthorne","Scottish Terrier",2,-27.4620046,153.0603506
"5512","Hawthorne","Shetland Sheepdog",3,-27.4620046,153.0603506
"5513","Hawthorne","Shih Tzu",17,-27.4620046,153.0603506
"5514","Hawthorne","Siberian Husky",3,-27.4620046,153.0603506
"5515","Hawthorne","Small Cross Breed",1,-27.4620046,153.0603506
"5516","Hawthorne","Soft Coated Wheaten Terrier",1,-27.4620046,153.0603506
"5517","Hawthorne","Staffordshire Bull Terrier",28,-27.4620046,153.0603506
"5518","Hawthorne","Tenterfield Terrier",1,-27.4620046,153.0603506
"5519","Hawthorne","Unknown",1,-27.4620046,153.0603506
"5520","Hawthorne","Weimaraner",1,-27.4620046,153.0603506
"5521","Hawthorne","Welsh Corgi",1,-27.4620046,153.0603506
"5522","Hawthorne","West Highland White Terrier",6,-27.4620046,153.0603506
"5523","Hawthorne","Whippet",4,-27.4620046,153.0603506
"5524","Hawthorne","Yorkshire Terrier",3,-27.4620046,153.0603506
"5525","Heathwood","Alaskan Malamute",1,-27.6348312,152.9917087
"5526","Heathwood","American Staffordshire Terrier",9,-27.6348312,152.9917087
"5527","Heathwood","Australian Cattle Dog",5,-27.6348312,152.9917087
"5528","Heathwood","Australian Kelpie",7,-27.6348312,152.9917087
"5529","Heathwood","Australian Shepherd",2,-27.6348312,152.9917087
"5530","Heathwood","Australian Silky Terrier",1,-27.6348312,152.9917087
"5531","Heathwood","Australian Terrier",2,-27.6348312,152.9917087
"5532","Heathwood","Beagle",5,-27.6348312,152.9917087
"5533","Heathwood","Bichon Frise",1,-27.6348312,152.9917087
"5534","Heathwood","Border Collie",17,-27.6348312,152.9917087
"5535","Heathwood","Boxer",2,-27.6348312,152.9917087
"5536","Heathwood","British Bulldog",1,-27.6348312,152.9917087
"5537","Heathwood","Brittany",1,-27.6348312,152.9917087
"5538","Heathwood","Bull Arab",3,-27.6348312,152.9917087
"5539","Heathwood","Bull Terrier",1,-27.6348312,152.9917087
"5540","Heathwood","Bullmastiff",1,-27.6348312,152.9917087
"5541","Heathwood","Cavalier King Charles Spaniel",8,-27.6348312,152.9917087
"5542","Heathwood","Chesapeake Bay Retriever",1,-27.6348312,152.9917087
"5543","Heathwood","Chihuahua",3,-27.6348312,152.9917087
"5544","Heathwood","Chow Chow",1,-27.6348312,152.9917087
"5545","Heathwood","Cocker Spaniel",3,-27.6348312,152.9917087
"5546","Heathwood","Collie (Smooth)",1,-27.6348312,152.9917087
"5547","Heathwood","Dachshund",7,-27.6348312,152.9917087
"5548","Heathwood","Dalmatian",5,-27.6348312,152.9917087
"5549","Heathwood","Dobermann",1,-27.6348312,152.9917087
"5550","Heathwood","Fox Terrier",4,-27.6348312,152.9917087
"5551","Heathwood","French Bulldog",1,-27.6348312,152.9917087
"5552","Heathwood","German Shepherd Dog",13,-27.6348312,152.9917087
"5553","Heathwood","Golden Retriever",7,-27.6348312,152.9917087
"5554","Heathwood","Great Dane",1,-27.6348312,152.9917087
"5555","Heathwood","Greyhound",3,-27.6348312,152.9917087
"5556","Heathwood","Hungarian Vizsla",1,-27.6348312,152.9917087
"5557","Heathwood","Italian Greyhound",1,-27.6348312,152.9917087
"5558","Heathwood","Jack Russell Terrier",6,-27.6348312,152.9917087
"5559","Heathwood","Japanese Spitz",2,-27.6348312,152.9917087
"5560","Heathwood","King Charles Spaniel",1,-27.6348312,152.9917087
"5561","Heathwood","Labrador Retriever",29,-27.6348312,152.9917087
"5562","Heathwood","Lhasa Apso",1,-27.6348312,152.9917087
"5563","Heathwood","Maltese",27,-27.6348312,152.9917087
"5564","Heathwood","Maremma Sheepdog",1,-27.6348312,152.9917087
"5565","Heathwood","Mastiff",1,-27.6348312,152.9917087
"5566","Heathwood","Neapolitan Mastiff",1,-27.6348312,152.9917087
"5567","Heathwood","Old English Sheepdog",1,-27.6348312,152.9917087
"5568","Heathwood","Papillon",1,-27.6348312,152.9917087
"5569","Heathwood","Pomeranian",4,-27.6348312,152.9917087
"5570","Heathwood","Poodle",9,-27.6348312,152.9917087
"5571","Heathwood","Poodle (Standard)",1,-27.6348312,152.9917087
"5572","Heathwood","Poodle (Toy)",2,-27.6348312,152.9917087
"5573","Heathwood","Pug",3,-27.6348312,152.9917087
"5574","Heathwood","Rhodesian Ridgeback",1,-27.6348312,152.9917087
"5575","Heathwood","Rottweiler",3,-27.6348312,152.9917087
"5576","Heathwood","Samoyed",4,-27.6348312,152.9917087
"5577","Heathwood","Schnauzer",1,-27.6348312,152.9917087
"5578","Heathwood","Schnauzer (Miniature)",2,-27.6348312,152.9917087
"5579","Heathwood","Shar Pei",4,-27.6348312,152.9917087
"5580","Heathwood","Shetland Sheepdog",2,-27.6348312,152.9917087
"5581","Heathwood","Shih Tzu",7,-27.6348312,152.9917087
"5582","Heathwood","Siberian Husky",2,-27.6348312,152.9917087
"5583","Heathwood","Small Cross Breed",1,-27.6348312,152.9917087
"5584","Heathwood","Staffordshire Bull Terrier",22,-27.6348312,152.9917087
"5585","Heathwood","Tibetan Spaniel",1,-27.6348312,152.9917087
"5586","Heathwood","Tibetan Terrier",1,-27.6348312,152.9917087
"5587","Heathwood","West Highland White Terrier",3,-27.6348312,152.9917087
"5588","Heathwood","Whippet",1,-27.6348312,152.9917087
"5589","Hemmant","Alaskan Malamute",1,-27.4455473,153.1258815
"5590","Hemmant","American Staffordshire Terrier",10,-27.4455473,153.1258815
"5591","Hemmant","Anatolian Shepherd Dog",1,-27.4455473,153.1258815
"5592","Hemmant","Australian Cattle Dog",11,-27.4455473,153.1258815
"5593","Hemmant","Australian Kelpie",13,-27.4455473,153.1258815
"5594","Hemmant","Australian Koolie",2,-27.4455473,153.1258815
"5595","Hemmant","Australian Shepherd",4,-27.4455473,153.1258815
"5596","Hemmant","Australian Silky Terrier",1,-27.4455473,153.1258815
"5597","Hemmant","Australian Terrier",1,-27.4455473,153.1258815
"5598","Hemmant","Basenji",2,-27.4455473,153.1258815
"5599","Hemmant","Beagle",12,-27.4455473,153.1258815
"5600","Hemmant","Bichon Frise",3,-27.4455473,153.1258815
"5601","Hemmant","Border Collie",18,-27.4455473,153.1258815
"5602","Hemmant","Border Terrier",1,-27.4455473,153.1258815
"5603","Hemmant","Boxer",7,-27.4455473,153.1258815
"5604","Hemmant","British Bulldog",2,-27.4455473,153.1258815
"5605","Hemmant","Bull Arab",6,-27.4455473,153.1258815
"5606","Hemmant","Bull Terrier",2,-27.4455473,153.1258815
"5607","Hemmant","Bulldog",1,-27.4455473,153.1258815
"5608","Hemmant","Bullmastiff",6,-27.4455473,153.1258815
"5609","Hemmant","Cavalier King Charles Spaniel",12,-27.4455473,153.1258815
"5610","Hemmant","Chihuahua",10,-27.4455473,153.1258815
"5611","Hemmant","Cocker Spaniel",6,-27.4455473,153.1258815
"5612","Hemmant","Collie (Smooth)",1,-27.4455473,153.1258815
"5613","Hemmant","Dachshund",17,-27.4455473,153.1258815
"5614","Hemmant","Dobermann",2,-27.4455473,153.1258815
"5615","Hemmant","English Springer Spaniel",1,-27.4455473,153.1258815
"5616","Hemmant","Fox Terrier",12,-27.4455473,153.1258815
"5617","Hemmant","French Bulldog",4,-27.4455473,153.1258815
"5618","Hemmant","German Shepherd Dog",21,-27.4455473,153.1258815
"5619","Hemmant","German Shepherd Dog (Long Stock Coat)",1,-27.4455473,153.1258815
"5620","Hemmant","German Shorthaired Pointer",2,-27.4455473,153.1258815
"5621","Hemmant","Golden Retriever",14,-27.4455473,153.1258815
"5622","Hemmant","Great Dane",5,-27.4455473,153.1258815
"5623","Hemmant","Greyhound",4,-27.4455473,153.1258815
"5624","Hemmant","Griffon Bruxellois",1,-27.4455473,153.1258815
"5625","Hemmant","Irish Wolfhound",2,-27.4455473,153.1258815
"5626","Hemmant","Jack Russell Terrier",10,-27.4455473,153.1258815
"5627","Hemmant","King Charles Spaniel",5,-27.4455473,153.1258815
"5628","Hemmant","Labrador Retriever",27,-27.4455473,153.1258815
"5629","Hemmant","Lagotto Romagnolo",1,-27.4455473,153.1258815
"5630","Hemmant","Large Cross Breed",1,-27.4455473,153.1258815
"5631","Hemmant","Maltese",21,-27.4455473,153.1258815
"5632","Hemmant","Maremma Sheepdog",1,-27.4455473,153.1258815
"5633","Hemmant","Mastiff",4,-27.4455473,153.1258815
"5634","Hemmant","Medium Cross Breed",2,-27.4455473,153.1258815
"5635","Hemmant","Miniature Pinscher",1,-27.4455473,153.1258815
"5636","Hemmant","Neapolitan Mastiff",1,-27.4455473,153.1258815
"5637","Hemmant","Pharaoh Hound",1,-27.4455473,153.1258815
"5638","Hemmant","Pomeranian",1,-27.4455473,153.1258815
"5639","Hemmant","Poodle",9,-27.4455473,153.1258815
"5640","Hemmant","Poodle (Miniature)",1,-27.4455473,153.1258815
"5641","Hemmant","Poodle (Standard)",2,-27.4455473,153.1258815
"5642","Hemmant","Poodle (Toy)",5,-27.4455473,153.1258815
"5643","Hemmant","Pug",4,-27.4455473,153.1258815
"5644","Hemmant","Rhodesian Ridgeback",3,-27.4455473,153.1258815
"5645","Hemmant","Rottweiler",8,-27.4455473,153.1258815
"5646","Hemmant","Schnauzer",2,-27.4455473,153.1258815
"5647","Hemmant","Schnauzer (Miniature)",1,-27.4455473,153.1258815
"5648","Hemmant","Scottish Terrier",1,-27.4455473,153.1258815
"5649","Hemmant","Shar Pei",7,-27.4455473,153.1258815
"5650","Hemmant","Shih Tzu",6,-27.4455473,153.1258815
"5651","Hemmant","Siberian Husky",5,-27.4455473,153.1258815
"5652","Hemmant","Staffordshire Bull Terrier",37,-27.4455473,153.1258815
"5653","Hemmant","Tibetan Spaniel",1,-27.4455473,153.1258815
"5654","Hemmant","Unknown",1,-27.4455473,153.1258815
"5655","Hemmant","Weimaraner",1,-27.4455473,153.1258815
"5656","Hemmant","Welsh Corgi",2,-27.4455473,153.1258815
"5657","Hemmant","Welsh Corgi (Pembroke)",1,-27.4455473,153.1258815
"5658","Hemmant","West Highland White Terrier",1,-27.4455473,153.1258815
"5659","Hemmant","Whippet",3,-27.4455473,153.1258815
"5660","Hemmant","Yorkshire Terrier",1,-27.4455473,153.1258815
"5661","Hendra","Airedale Terrier",2,-27.4192349,153.0736864
"5662","Hendra","Alaskan Malamute",1,-27.4192349,153.0736864
"5663","Hendra","American Staffordshire Terrier",5,-27.4192349,153.0736864
"5664","Hendra","Australian Cattle Dog",23,-27.4192349,153.0736864
"5665","Hendra","Australian Kelpie",21,-27.4192349,153.0736864
"5666","Hendra","Australian Koolie",1,-27.4192349,153.0736864
"5667","Hendra","Australian Shepherd",4,-27.4192349,153.0736864
"5668","Hendra","Australian Silky Terrier",4,-27.4192349,153.0736864
"5669","Hendra","Australian Terrier",3,-27.4192349,153.0736864
"5670","Hendra","Basenji",1,-27.4192349,153.0736864
"5671","Hendra","Basset Hound",1,-27.4192349,153.0736864
"5672","Hendra","Beagle",15,-27.4192349,153.0736864
"5673","Hendra","Bearded Collie",1,-27.4192349,153.0736864
"5674","Hendra","Bichon Frise",7,-27.4192349,153.0736864
"5675","Hendra","Border Collie",46,-27.4192349,153.0736864
"5676","Hendra","Boston Terrier",4,-27.4192349,153.0736864
"5677","Hendra","Boxer",12,-27.4192349,153.0736864
"5678","Hendra","British Bulldog",1,-27.4192349,153.0736864
"5679","Hendra","Brittany",1,-27.4192349,153.0736864
"5680","Hendra","Bull Arab",3,-27.4192349,153.0736864
"5681","Hendra","Bull Terrier",1,-27.4192349,153.0736864
"5682","Hendra","Bulldog",1,-27.4192349,153.0736864
"5683","Hendra","Bullmastiff",2,-27.4192349,153.0736864
"5684","Hendra","Cairn Terrier",1,-27.4192349,153.0736864
"5685","Hendra","Cavalier King Charles Spaniel",57,-27.4192349,153.0736864
"5686","Hendra","Chihuahua",3,-27.4192349,153.0736864
"5687","Hendra","Chihuahua (Smooth Coat)",2,-27.4192349,153.0736864
"5688","Hendra","Chow Chow",3,-27.4192349,153.0736864
"5689","Hendra","Cocker Spaniel",16,-27.4192349,153.0736864
"5690","Hendra","Dachshund",14,-27.4192349,153.0736864
"5691","Hendra","Dalmatian",4,-27.4192349,153.0736864
"5692","Hendra","Dobermann",1,-27.4192349,153.0736864
"5693","Hendra","Dogue de Bordeaux",2,-27.4192349,153.0736864
"5694","Hendra","English Springer Spaniel",1,-27.4192349,153.0736864
"5695","Hendra","English Toy Terrier",1,-27.4192349,153.0736864
"5696","Hendra","Finnish Lapphund",2,-27.4192349,153.0736864
"5697","Hendra","Fox Terrier",12,-27.4192349,153.0736864
"5698","Hendra","Fox Terrier (Smooth)",1,-27.4192349,153.0736864
"5699","Hendra","Fox Terrier (Wire)",2,-27.4192349,153.0736864
"5700","Hendra","French Bulldog",9,-27.4192349,153.0736864
"5701","Hendra","German Shepherd Dog",7,-27.4192349,153.0736864
"5702","Hendra","German Shorthaired Pointer",2,-27.4192349,153.0736864
"5703","Hendra","Golden Retriever",32,-27.4192349,153.0736864
"5704","Hendra","Great Dane",2,-27.4192349,153.0736864
"5705","Hendra","Greyhound",4,-27.4192349,153.0736864
"5706","Hendra","Hungarian Vizsla",5,-27.4192349,153.0736864
"5707","Hendra","Irish Terrier",1,-27.4192349,153.0736864
"5708","Hendra","Irish Wolfhound",1,-27.4192349,153.0736864
"5709","Hendra","Jack Russell Terrier",30,-27.4192349,153.0736864
"5710","Hendra","Keeshond",1,-27.4192349,153.0736864
"5711","Hendra","King Charles Spaniel",5,-27.4192349,153.0736864
"5712","Hendra","Labrador Retriever",49,-27.4192349,153.0736864
"5713","Hendra","Lhasa Apso",4,-27.4192349,153.0736864
"5714","Hendra","Lowchen",1,-27.4192349,153.0736864
"5715","Hendra","Maltese",33,-27.4192349,153.0736864
"5716","Hendra","Medium Cross Breed",1,-27.4192349,153.0736864
"5717","Hendra","Miniature Pinscher",1,-27.4192349,153.0736864
"5718","Hendra","Old English Sheepdog",1,-27.4192349,153.0736864
"5719","Hendra","Papillon",1,-27.4192349,153.0736864
"5720","Hendra","Pointer",1,-27.4192349,153.0736864
"5721","Hendra","Pomeranian",6,-27.4192349,153.0736864
"5722","Hendra","Poodle",49,-27.4192349,153.0736864
"5723","Hendra","Poodle (Miniature)",5,-27.4192349,153.0736864
"5724","Hendra","Poodle (Standard)",2,-27.4192349,153.0736864
"5725","Hendra","Poodle (Toy)",7,-27.4192349,153.0736864
"5726","Hendra","Portuguese Water Dog",1,-27.4192349,153.0736864
"5727","Hendra","Pug",3,-27.4192349,153.0736864
"5728","Hendra","Rhodesian Ridgeback",2,-27.4192349,153.0736864
"5729","Hendra","Rottweiler",3,-27.4192349,153.0736864
"5730","Hendra","Rough Collie",1,-27.4192349,153.0736864
"5731","Hendra","Schipperke",1,-27.4192349,153.0736864
"5732","Hendra","Schnauzer",3,-27.4192349,153.0736864
"5733","Hendra","Schnauzer (Miniature)",2,-27.4192349,153.0736864
"5734","Hendra","Shar Pei",1,-27.4192349,153.0736864
"5735","Hendra","Shetland Sheepdog",3,-27.4192349,153.0736864
"5736","Hendra","Shih Tzu",14,-27.4192349,153.0736864
"5737","Hendra","Siberian Husky",1,-27.4192349,153.0736864
"5738","Hendra","Small Cross Breed",3,-27.4192349,153.0736864
"5739","Hendra","St Bernard",1,-27.4192349,153.0736864
"5740","Hendra","Staffordshire Bull Terrier",22,-27.4192349,153.0736864
"5741","Hendra","Unknown",2,-27.4192349,153.0736864
"5742","Hendra","Weimaraner",2,-27.4192349,153.0736864
"5743","Hendra","Welsh Corgi",1,-27.4192349,153.0736864
"5744","Hendra","Welsh Corgi (Pembroke)",2,-27.4192349,153.0736864
"5745","Hendra","West Highland White Terrier",7,-27.4192349,153.0736864
"5746","Hendra","Whippet",1,-27.4192349,153.0736864
"5747","Herston","Airedale Terrier",1,-27.4481676,153.0247958
"5748","Herston","Alaskan Malamute",1,-27.4481676,153.0247958
"5749","Herston","Australian Cattle Dog",6,-27.4481676,153.0247958
"5750","Herston","Australian Kelpie",7,-27.4481676,153.0247958
"5751","Herston","Australian Koolie",1,-27.4481676,153.0247958
"5752","Herston","Australian Silky Terrier",3,-27.4481676,153.0247958
"5753","Herston","Beagle",1,-27.4481676,153.0247958
"5754","Herston","Bichon Frise",1,-27.4481676,153.0247958
"5755","Herston","Border Collie",16,-27.4481676,153.0247958
"5756","Herston","Bull Arab",1,-27.4481676,153.0247958
"5757","Herston","Bullmastiff",2,-27.4481676,153.0247958
"5758","Herston","Cairn Terrier",1,-27.4481676,153.0247958
"5759","Herston","Cavalier King Charles Spaniel",8,-27.4481676,153.0247958
"5760","Herston","Chihuahua",2,-27.4481676,153.0247958
"5761","Herston","Cocker Spaniel",4,-27.4481676,153.0247958
"5762","Herston","Dachshund",7,-27.4481676,153.0247958
"5763","Herston","Dalmatian",2,-27.4481676,153.0247958
"5764","Herston","Flat Coated Retriever",1,-27.4481676,153.0247958
"5765","Herston","French Bulldog",1,-27.4481676,153.0247958
"5766","Herston","German Shepherd Dog",6,-27.4481676,153.0247958
"5767","Herston","German Shorthaired Pointer",1,-27.4481676,153.0247958
"5768","Herston","Golden Retriever",2,-27.4481676,153.0247958
"5769","Herston","Greyhound",5,-27.4481676,153.0247958
"5770","Herston","Hungarian Vizsla",3,-27.4481676,153.0247958
"5771","Herston","Irish Setter",1,-27.4481676,153.0247958
"5772","Herston","Irish Wolfhound",1,-27.4481676,153.0247958
"5773","Herston","Italian Greyhound",2,-27.4481676,153.0247958
"5774","Herston","Jack Russell Terrier",3,-27.4481676,153.0247958
"5775","Herston","Japanese Spitz",1,-27.4481676,153.0247958
"5776","Herston","Kerry Blue Terrier",1,-27.4481676,153.0247958
"5777","Herston","Labrador Retriever",17,-27.4481676,153.0247958
"5778","Herston","Lowchen",1,-27.4481676,153.0247958
"5779","Herston","Maltese",6,-27.4481676,153.0247958
"5780","Herston","Mastiff",1,-27.4481676,153.0247958
"5781","Herston","Pointer",1,-27.4481676,153.0247958
"5782","Herston","Pomeranian",2,-27.4481676,153.0247958
"5783","Herston","Poodle",11,-27.4481676,153.0247958
"5784","Herston","Poodle (Miniature)",3,-27.4481676,153.0247958
"5785","Herston","Poodle (Toy)",2,-27.4481676,153.0247958
"5786","Herston","Rhodesian Ridgeback",2,-27.4481676,153.0247958
"5787","Herston","Rottweiler",2,-27.4481676,153.0247958
"5788","Herston","Schnauzer",1,-27.4481676,153.0247958
"5789","Herston","Schnauzer (Miniature)",2,-27.4481676,153.0247958
"5790","Herston","Scottish Terrier",1,-27.4481676,153.0247958
"5791","Herston","Staffordshire Bull Terrier",2,-27.4481676,153.0247958
"5792","Herston","Unknown",1,-27.4481676,153.0247958
"5793","Herston","Welsh Corgi",1,-27.4481676,153.0247958
"5794","Herston","West Highland White Terrier",1,-27.4481676,153.0247958
"5795","Herston","Whippet",2,-27.4481676,153.0247958
"5796","Highgate Hill","American Staffordshire Terrier",2,-27.4870111,153.0162867
"5797","Highgate Hill","Australian Cattle Dog",8,-27.4870111,153.0162867
"5798","Highgate Hill","Australian Kelpie",11,-27.4870111,153.0162867
"5799","Highgate Hill","Australian Koolie",2,-27.4870111,153.0162867
"5800","Highgate Hill","Australian Silky Terrier",1,-27.4870111,153.0162867
"5801","Highgate Hill","Australian Terrier",2,-27.4870111,153.0162867
"5802","Highgate Hill","Basenji",1,-27.4870111,153.0162867
"5803","Highgate Hill","Beagle",8,-27.4870111,153.0162867
"5804","Highgate Hill","Belgian Shepherd Dog",1,-27.4870111,153.0162867
"5805","Highgate Hill","Bernese Mountain Dog",1,-27.4870111,153.0162867
"5806","Highgate Hill","Bichon Frise",4,-27.4870111,153.0162867
"5807","Highgate Hill","Border Collie",18,-27.4870111,153.0162867
"5808","Highgate Hill","Border Terrier",1,-27.4870111,153.0162867
"5809","Highgate Hill","Boxer",4,-27.4870111,153.0162867
"5810","Highgate Hill","British Bulldog",1,-27.4870111,153.0162867
"5811","Highgate Hill","Bull Arab",2,-27.4870111,153.0162867
"5812","Highgate Hill","Bulldog",1,-27.4870111,153.0162867
"5813","Highgate Hill","Cavalier King Charles Spaniel",17,-27.4870111,153.0162867
"5814","Highgate Hill","Chihuahua",4,-27.4870111,153.0162867
"5815","Highgate Hill","Cocker Spaniel",5,-27.4870111,153.0162867
"5816","Highgate Hill","Dachshund",12,-27.4870111,153.0162867
"5817","Highgate Hill","Fox Terrier",10,-27.4870111,153.0162867
"5818","Highgate Hill","Fox Terrier (Smooth)",2,-27.4870111,153.0162867
"5819","Highgate Hill","Fox Terrier (Wire)",2,-27.4870111,153.0162867
"5820","Highgate Hill","French Bulldog",2,-27.4870111,153.0162867
"5821","Highgate Hill","German Shepherd Dog",4,-27.4870111,153.0162867
"5822","Highgate Hill","German Shorthaired Pointer",1,-27.4870111,153.0162867
